Pos	Jugador	Club	Puntos	Categoría	id_fetemba
1267	Barr, Cristian	CAVA	1017	4	784
1268	Iza, Daniel	Nichia Gakuin	1017	4	1081
1269	Revah, Ismael	Banco Nacion	1017	4	3384
1270	Vasquez, Mauricio	Top Minc	1016	4	810
1271	Dondovich, César	Bar Ping Pong NTE	1016	4	1878
1272	Santacroce, Fernando	Fenix	1016	4	2249
1273	Lombardi, Lucas	Gimnasty	1016	4	2578
1274	Barrientos, Fausto	Ateneo de Versailles	1016	4	4295
1275	Muszkat, Gastón	Libre	1015	4	359
1276	Levenzon, Tomás	Libre	1015	4	374
1277	Coy Roldan, Pablo	Top Minc	1015	4	645
1278	Da Costa Braga, Federico	Social Club TDM	1015	4	3586
1279	Melano, Cristián	Gimnasty	1014	4	362
1280	Michardi, Jorge	Libre	1014	4	363
1281	Kostenko, Anatolii	Ferrocarril Oeste	1014	4	4554
1282	Mango, Felipe	Ferrocarril Oeste	1013	4	3285
1283	Fernandez, Alejo	Fulgor Villa Crespo	1012	4	1164
1284	Nardelli, Federico	Ingeniero Acosta	1012	4	2944
1285	Poledo, Alan	River Plate	1011	4	131
1286	Alcantara, Ramiro	Libre	1011	4	325
1287	Ochoa, Malena	Peretz	1011	4	584
1288	Tapari, Claudio	Rioja	1011	4	671
1289	Gomez, Yéssica	Ferrocarril Oeste	1011	4	1041
1290	Montero, Santiago	Nichia Gakuin	1011	4	1917
1291	Valdez, Juan Ignacio	Lourdes	1010	4	3773
1292	Murakoshi, Nahuel	Asoc. Jap. Burzaco	1010	4	3919
1293	Sansone, Ariel	Libre	1009	4	368
1294	Soria, Juan Manuel	Libre	1009	4	369
1295	Mayer, Andrés	Libre	1009	4	754
1296	Etorena, Octavio	Gimnasty	1009	4	1391
1297	Ramos, Nicolas J.	Ateneo de Versailles	1009	4	3592
1298	Sigampa, Matías	Ferrocarril Oeste	1008	4	106
1299	Jara, Luciano	Libre	1008	4	370
1300	Galeazzi, Marcelo	Libre	1008	4	371
1301	Martinez, Ayelen	Libre	1007	4	397
1302	Ischia, Javier	CASA de Padua	1007	4	1250
1303	Castro, Marcos D.	Rioja	1007	4	3459
1304	Scorza, Ezequiel	Boca Juniors	1007	4	3943
1305	Marchegiani, Cristian	Libre	1006	4	709
1306	Szekasy, Valentín	Arg Takkyu	1006	4	1501
1307	Battaglini, Alejandro	Alvear Club	1006	4	67
1308	Kalbermatter, Roberto	GTM	1006	4	1259
1309	Paz, Facundo J.	Alvear Club	1006	4	2896
1310	Castro, Nicolas	TMR	1006	4	4257
1311	Alcantara, Carlos	Libre	1005	4	356
1312	Polderman, Sandra	Top Minc	1005	4	488
1313	Vittori, Luciano	Libre	1005	4	632
1314	Vilotta, Marco	Libre	1005	4	975
1315	Lemos, Leandro	GTM	1005	4	1145
1316	Hoffmann, Conrado	Libertad	1005	4	3188
1317	Lanzafame, Luis	La Legión TDM	1004	4	753
1318	Percival, Jorge	GTM	1003	4	109
1319	Palacios, Darío	CTDM Nizetich	1003	4	114
1320	Korchman, Adrián	Libre	1003	4	378
1321	Rodriguez, Pablo	Libre	1002	4	291
1322	Fleischer, Ricardo	Libre	1002	4	379
1323	Danelli, Alejandro	Arg Takkyu	1002	4	446
1324	Bidegain, Rafael	Club La Quinta	1001	4	2323
1325	Lopez, Martín	Libre	1000	4	492
1326	Llanos, Florencia	CASA de Padua	1000	4	1251
1327	Polanco Carrillo, Franky	Atlanta	1000	4	2749
1328	Lamarina, Martin	Peñarol	1000	4	3326
1329	Benito Acosta, Nicolas	Adrogue Sith Spin	1000	4	4029
1330	Fernandez, Cristian	Libre	1000	4	4274
1331	Leguizamon, Guillermo	Oeste TDM	1000	4	4495
1332	Maeto, Diego	Asoc. Jap. Burzaco	1000	4	4522
1333	Vergara, N	Libre	999	4	383
1334	Hsueh, Daniel	Comunidad China TdM	999	4	1143
1335	Rodriguez, Fernan	Fenix	999	4	1480
1336	Pantegnies, Hervé	Libre	999	4	1801
1337	Bozzuto, Luciano	Macabi	999	4	2978
1338	Maraviglia, Claudio	Libre	998	4	263
1339	Cantilo, Rafael	Ferrocarril Oeste	998	4	385
1340	Schoua, Horacio	Libre	998	4	454
1341	Alcorta, VIctor	Libre	998	4	3714
1342	Ferreyra, Germán	Libre	997	4	390
1343	Arce, Agustín	Ingeniero Acosta	997	4	854
1344	Escobar, Guillermo	Ferrocarril Oeste	997	4	1092
1345	Ballon, Pablo	Rioja	997	4	1330
1346	Cantilo, Rocío	Ateneo de Versailles	996	4	384
1347	Stancich, Juan	Libre	996	4	386
1348	Ricciardeli, Lautaro	Fenix	996	4	698
1349	Avendaño, Cristian	Ingeniero Acosta	996	4	871
1350	Cantarian, Aníbal	GTM	996	4	1150
1351	Caputi, Joel	Peñarol	996	4	1683
1352	Linfozzi, Marcelo	Libre	995	4	411
1353	Kelmanovich, Matías	Libre	995	4	567
1354	Okada, Eduardo	TMR	995	4	626
1355	Valdez, Juan Francisco	Estacion Ping Pong	995	4	3391
1356	Leuzi, Sebastian	Zenit	994	4	2665
1357	Garcia, Carlos	Padilla	993	4	180
1358	Castillo, Daniel F.	Gimnasty	993	4	2923
1359	Altamirano, Luis	Peretz	992	4	316
1360	Trovato, Leandro	Libre	992	4	376
1361	Perez, Federico Agustín	Peretz	992	4	812
1362	Predazzi, Andrés	Padilla	992	4	1201
1363	Peralta, Gabriel Horacio	Libre	992	4	1674
1364	Bedoian, Joaquin	Asoc. Yabrudense	992	4	2513
1365	Solla, Enzo	Zenit	991	4	2004
1366	Fernandez, Mariano Ezequiel	Atlanta	991	4	2715
1367	Gimenez Tombuer, Hernán	Libre	990	4	338
1368	Minc, Adrián	Libre	990	4	393
1369	Zurlo, Fernando	Libre	990	4	431
1370	Valle Palacios, Tomás	CAVA	990	4	991
1371	Lagoa, Gabriel	Padilla	990	4	1424
1372	Paz, Santiago	Fenix	990	4	2238
1373	Iwasa, Laura	Gimnasty	989	4	355
1374	Rodiño, Leandro	Libre	988	4	389
1375	Chehebar, Mariano	Top Minc	988	4	722
1376	Madero, Oscar	Oeste TDM	988	4	1126
1377	Ferrero, Federico	CEDIMA	987	4	387
1378	Zelada, Federico	CEDIMA	987	4	388
1379	De Pinto, Emilio	Lourdes	987	4	684
1380	Gonzalez, Roberto Antonio	Lourdes	987	4	866
1381	Vega, Nicolás	Alvear Club	987	4	3103
1382	Burghi, Natalio	Libre	986	4	373
1383	Cherny, Fabián	CTDM Nizetich	986	4	966
1384	Sisaric, Andrés	Peretz	986	4	1370
1385	Saffar, Claudio	Inst.Atlet. Cultural	986	4	3408
1386	Lobo, Agustín	Ferrocarril Oeste	985	4	395
1387	Bermudez, Matías	Libre	985	4	396
1388	Zaourak, Javier	Lourdes	985	4	798
1389	Mario, Federico	Fenix	984	4	1412
1390	Molteno, Juan Andres	Top Minc	984	4	3851
1391	Anguillesi, Miguel	Fenix	983	4	305
1392	Rizzutti, Gerardo	Libre	983	4	357
1393	Belaustegui, Miguel	River Plate	983	4	394
1394	Paolini, Santiago	Ferrocarril Oeste	983	4	658
1395	Diaz, Matias E.	TMR	983	4	4512
1396	Basseterre, Nicolás	Intendente Agüero	982	4	594
1397	Mira, Pablo	Spin TDM	982	4	2427
1398	Leiva, Pablo	Alvear Club	982	4	2680
1399	Cheong Cutreta, Agustín	Estacion Ping Pong	981	4	1355
1400	Cohen, Jonathan	Alvear Club	980	4	98
1401	Mendez, Lucas	Libre	980	4	447
1402	Khatcherian, Daniel	Top Minc	980	4	664
1403	Maldonado, Romeo	Alvear Club	980	4	3896
1404	Mercau, Flavio	Padilla	979	4	119
1405	Bandi, Andrés	Top Minc	979	4	763
1406	Ronis, Nicolas	River Plate	979	4	2240
1407	Crovara, Alberto	Top Minc	979	4	3816
1408	Lemos, Andrés	GTM	978	4	1144
1409	Rodriguez Novillo, Diego	Alvear Club	978	4	1865
1410	Gerez, Alan	Club Italiano JCPaz	978	4	2044
1411	Schuklapper, Alejandro	Libre	977	4	352
1412	Yamasato, Pablo	Peretz	977	4	1124
1413	Von Eckstein, Juan Jose	GTM	977	4	2135
1414	Peralta, Hernán	Intendente Agüero	976	4	1367
1415	Garcia Mingrone, Alejandro	Nichia Gakuin	975	4	585
1416	Lopez, Sebastián	Gral. Sarmiento	975	4	1051
1417	Campodonico, Diego M	Padilla	974	4	2277
1418	Garcia, Miguel	Libre	973	4	403
1419	Liebana, Sebastian	La Legión TDM	973	4	2529
1420	Vergara, Coralia del Carmen	Rioja	972	4	425
1421	Quiroga, Gustavo	Ingeniero Acosta	972	4	1110
1422	Girotti, Adrian	Banco Nacion	972	4	2812
1423	Malave, Alberto	Libertad	972	4	4241
1424	Beviglia, Alejandro	Rioja	971	4	916
1425	Vique, Daniel	TMR	971	4	1300
1426	Lacoa, Marcos	Arg Takkyu	971	4	1502
1427	Higa, Facundo E	Asoc. Jap. Burzaco	971	4	3314
1428	Plaskin, Gabriel	Libre	970	4	767
1429	Cajal, Eduardo Ignacio	Oeste TDM	970	4	1046
1430	Mauas, Adrián	CTDM Nizetich	970	4	1195
1431	Vaisenstein, Claudio	Libre	969	4	497
1432	Lara, Diego	Rioja	969	4	749
1433	Oliveira Mori, Dorian	Libre	969	4	1239
1434	Shahmuradyan, Rafael	La Legión TDM	969	4	2602
1435	Blaksley, Carlos	Libre	968	4	1115
1436	Camiser, Sebastián	Nichia Gakuin	967	4	132
1437	Sosa Torales, Álvaro	Oeste TDM	967	4	1937
1438	Sasson, Maximiliano D	Sociedad Hebraica	966	4	2468
1439	Muralidharan, Ambarish	La Legión TDM	966	4	2929
1440	Rossi, Sebastian	Peretz	966	4	3998
1441	Ferrero, Gonzalo	CEDIMA	965	4	402
1442	Cardalda, Gustavo	Fenix	965	4	676
1443	Jorge, Joel	Ingeniero Acosta	965	4	1273
1444	Poloni Napoli, Valentin	Libertad	965	4	2721
1445	Anzardi, Martin	Fulgor Villa Crespo	965	4	2957
1446	Campbell, Roger P.	La Legión TDM	964	4	3429
1447	Burstein, Gustavo	Macabi	964	4	4061
1448	De Falco, Matías	Libre	963	4	481
1449	Akamine, Nicolás	Peretz	963	4	655
1450	Vazquez Magnani, Pablo G.	Nikkei TDM	963	4	2861
1451	Pisabarro, Mauricio	Libre	962	4	1323
1452	Ferrero, Santiago	CEDIMA	961	4	406
1453	Aguirre, Miqueas	Club Italiano JCPaz	961	4	1243
1454	Rodriguez, Gonzalo	Arg Takkyu	961	4	1620
1455	Lucero, Juan Roberto	CAVA	960	4	1236
1456	Ruiz, Mateo Jose	Ateneo de Versailles	960	4	2767
1457	Sosa, Ignacio J.	Tigre TDM	960	4	3366
1458	Villarruel, Ary Javier	Spin TDM	960	4	3510
1459	Martinez, Mario Raúl	Club La Quinta	959	4	1020
1460	Salz, Guillermo	Spin TDM	959	4	1442
1461	Pirelli, Nelson	Ferrocarril Oeste	958	4	890
1462	Canteros, Cristian	Ferrocarril Oeste	958	4	2061
1463	Galindez, Oscar	El Galpong	957	4	864
1464	Cañizales, Efrain	CEDIMA	957	4	1863
1465	Fernandez Mugica, Santiago	Arg Takkyu	957	4	2305
1466	Gonzalez, María	Peretz	956	4	134
1467	Bebebino, Natalia	Top Minc	956	4	418
1468	Aspauzo, Pablo	Libre	956	4	1078
1469	Cuska, Danilo	Adrogue Sith Spin	956	4	1573
1470	Suyama, Walter C.	Asoc. Jap. Burzaco	956	4	4418
1471	Turco, Juan Cruz	Lourdes	955	4	862
1472	Werthamer, David	Social Club TDM	955	4	1942
1473	Nigra, Guido	Peñarol	954	4	517
1474	Torcivia, Juan	Ingeniero Acosta	953	4	909
1475	Wickmann, Lautaro	Nichia Gakuin	953	4	1885
1476	Demoor, Rodrigo A.	Ingeniero Acosta	953	4	2943
1477	Paccaloni, Sergio	Peretz	952	4	906
1478	Aquino, Manuel	GTM	952	4	702
1479	Cerraburu, Tomás	Rioja	952	4	1372
1480	Levy, Damián	Libre	951	4	480
1481	Linares, Exequiel	CAVA	951	4	783
1482	Vasallo, Diego	Libre	951	4	819
1483	Petriz, Rodolfo	Fenix	951	4	964
1484	Milgram, Roni	Macabi	951	4	2647
1485	Toscano, Marcelo	Alvear Club	950	4	498
1486	Mattioli, Martin R.	Ateneo de Versailles	950	4	4335
1487	Saragovi, Daniel	River Plate	949	4	349
1488	Estrada, Marcelo	Spin TDM	949	4	443
1489	Rosado, Facundo	Ingeniero Acosta	949	4	865
1490	Michan, Federico	Libre	948	4	693
1491	Tertnik, Francisco	Arg Takkyu	948	4	1762
1492	Mendaro, Adrian G	CTDM Nizetich	948	4	2263
1493	Higa, Guido	Nichia Gakuin	947	4	509
1494	Chapuis, Humberto	TMR	947	4	623
1495	Tiggi, Lucas	Estacion Ping Pong	947	4	3281
1496	Dellacha, Juan	Libre	946	4	555
1497	Penedo, Oscar	Libre	946	4	556
1498	Striglio, Lidia	River Plate	946	4	653
1499	Viegas, Lucas	TMR	946	4	746
1500	Goya, Emilio	Libre	946	4	811
1501	Gadacz, Román	Libre	945	4	318
1502	Ciuccio, Samuel	TMR	945	4	878
1503	Guibernau, Alejandro	Libre	944	4	485
1504	Varela, Facundo	River Plate	944	4	486
1505	Bellen, Ricardo	Ingeniero Acosta	944	4	1267
1506	Gramajo, Gustavo	Nichia Gakuin	943	4	2933
1507	Dappen, Sergio	Alvear Club	942	4	225
1508	Aranda, Santiago	Spin TDM	942	4	2512
1509	Escola, Pablo	Macabi	941	4	804
1510	Vargas, Mariela	Libre	940	4	691
1511	Giampaoli, Gustavo	Rioja	940	4	727
1512	Salim, Joel	Ingeniero Acosta	940	4	912
1513	Ferreyra, Federico Nicolas	Top Minc	940	4	2386
1514	Liebana, Benjamin	La Legión TDM	940	4	2527
1515	Santellan, Wilfredo Germán	Fenix	939	4	1152
1516	Velasco, Mariano Eduardo	Nikkei TDM	939	4	1969
1517	Fumagalli, Ricardo	Ferrocarril Oeste	939	4	2789
1518	Gallardo, Juan Pablo	Inst.Atlet. Cultural	939	4	3937
1519	Maciel, Marcelo	CEDIMA	938	4	400
1520	Alcayaga, Iván	Nichia Gakuin	938	4	511
1521	Cisneros, Yonatan	CEDIMA	938	4	1684
1522	Palazzo, Miqueas	Ateneo de Versailles	938	4	1920
1523	Rebelles, Gabriel	Fenix	938	4	3753
1524	Fernandez, Ñaupac	Ferrocarril Oeste	937	4	1223
1525	Dos Santos, Nelson	CAVA	936	4	252
1526	Guerrero, Federico	Nichia Gakuin	936	4	677
1527	Huang, Meng Yu	Libre	936	4	796
1528	Chen, Timothy	Alvear Club	936	4	3356
1529	Roig, Germán	Gimnasty	935	4	687
1530	Rueda, Aníbal	TMR	935	4	1307
1531	Levit, Alejandro	Def. Santos Lugares	935	4	1694
1532	Novaro, Sergio	Banco Nacion	935	4	3775
1533	Abud, Nicolás	Libre	934	4	561
1534	Rosado, Daniel	Ingeniero Acosta	934	4	859
1535	Bentancor, Roger Javier	Ferrocarril Oeste	934	4	1451
1536	Maeda, Dario	Arg Takkyu	934	4	2193
1537	Jopia, Tomás Francis	Ingeniero Acosta	934	4	3160
1538	Gagliardo, Matías	River Plate	933	4	2006
1539	Udias, Lautaro	Ingeniero Acosta	932	4	908
1540	Fernandez, Juan	GTM	932	4	3157
1541	Rodriguez Molinari, Pablo	Bar Ping Pong NTE	932	4	4230
1542	Ortiz, Santiago	Fenix	932	4	4293
1543	Gonzalez, Alan J.	GTM	931	4	3719
1544	Ferreyra, Federico	Libre	930	4	470
1545	Sarralih, Alejandro	Gimnasty	930	4	528
1546	Fierro, Mariano	Ingeniero Acosta	930	4	1396
1547	Bonggio, Matias J.	Tigre TDM	930	4	2742
1548	Garompolo, Alejandro	Club Italiano JCPaz	930	4	4588
1549	Ojeda, Jano	Peretz	930	4	4072
1550	Pueblas, Martín	Top Minc	929	4	473
1551	Doino, Jorgelina	Nichia Gakuin	929	4	1068
1552	Ojeda, Martín	El Galpong	929	4	1257
1553	Mariño, Leonardo	CEDIMA	928	4	399
1554	Pozzi, Aldo	River Plate	928	4	501
1555	Fadel, Anat	Macabi	928	4	521
1556	Risso Casal, Bruno	Spin TDM	928	4	1535
1557	Cabrera, Marcos	TMR	928	4	2599
1558	Van Lerberghe, Carlos	River Plate	927	4	188
1559	Kim, Martín	Libre	927	4	414
1560	Tophan, Daniel	Libre	927	4	576
1561	Zain, Marcelo	Nikkei TDM	927	4	4047
1562	Costantini, Uriel	Libre	926	4	915
1563	Monrroes, Enzo Oscar	Zenit	926	4	1533
1564	Spinelli, Gonzalo	Banco Nacion	926	4	4228
1565	Ruiz Travi, Joaquin	Asoc. Yabrudense	926	4	3195
1566	Fernandez, Iván	CPCN Villa Gesell	925	4	1058
1567	Gonzalez, Lucas	Libre	925	4	1645
1568	Ferreiro, Eduardo	Gimnasty	924	4	1127
1569	Gomez, Diego Alberto	Nichia Gakuin	924	4	2807
1570	Perez, Maximiliano	Def. Santos Lugares	924	4	4049
1571	Zalazar, Braulio	Padilla	922	4	331
1572	Perez, Emiliano	Arg Takkyu	922	4	445
1573	Guibernau, Ignacio	Libre	922	4	464
1574	Costallat, Enrique	Adrogue Sith Spin	922	4	1147
1575	Matsumoto, Karen	TMR	922	4	1496
1576	Coronil, Jorge Gustavo	Club La Quinta	922	4	2208
1577	Albis, Daniela	TMR	922	4	2706
1578	Rojas, Carlos	CEDIMA	921	4	434
1579	Cañadas, Rubén	UCA Marash Argentina	921	4	462
1580	Fernandez, Walter	CEDIMA	921	4	714
1581	Ramos, Mario	Libre	921	4	1584
1582	Paic Perez, Tomas	Ingeniero Acosta	921	4	3887
1583	Lopez, Ariel	CEDIMA	919	4	408
1584	Bublath, Augusto	Tigre TDM	919	4	549
1585	Lussenhoff, Alexander	Libre	919	4	679
1586	Musumeci, Marcelo	TMR	918	4	985
1587	Posadas, Julián	Padilla	918	4	1559
1588	Lin, Pablo	Social Club TDM	918	4	2354
1589	Rios, Gustavo	Alvear Club	917	4	423
1590	Loncharich, Maria Victoria	Asoc. Yabrudense	917	4	3823
1591	Dunayevich, Santiago	River Plate	917	4	3146
1592	Murashima, Guillermo	Rioja	916	4	631
1593	Valdivia Pires, Carlos	Lourdes	916	4	649
1594	Falco, Sebastián	Libre	915	4	494
1595	Mendez, Martín	Libre	914	4	493
1596	Carabajal, Martín	Lourdes	914	4	1043
1597	Menendez, Iván	Libre	913	4	566
1598	Lago, Claudio	Club Urquiza	913	4	1186
1599	Fragapane, Leonardo  Domingo	Nichia Gakuin	913	4	1245
1600	Marcos, Ernesto	Libre	912	4	547
1601	Takeishi, Valeria	Peretz	911	4	280
1602	Karacic, Francisco	Libre	911	4	507
1603	Suchecki, Juan	Libre	911	4	681
1604	Mandelli, Gabriel	Def. Santos Lugares	911	4	759
1605	Fuentes, Marcelo	Nichia Gakuin	911	4	824
1606	Contreras, Claudio	GTM	911	4	982
1607	Tagliaferri, José Luis	Libre	911	4	1076
1608	Alvarez, Esteban	Peretz	911	4	1846
1609	Bejarano, Agustin	Alvear Club	911	4	3052
1610	Rosso, Nicolas	Libertad	911	4	3189
1611	Rodriguez Mendoza, Miguel A	Rioja	911	4	3700
1612	Aguilar Solis, Francisco	River Plate	911	4	2869
1613	Arce, Manuel	Libre	910	4	513
1614	Farina, Gustavo	Arg Takkyu	910	4	537
1615	Ferreyra, Joaquín	Libre	910	4	540
1616	Lamarina, Lucas	Peñarol	910	4	3309
1617	Elkan, Kevin	Macabi	909	4	315
1618	Gi, Huang	Libre	909	4	500
1619	Varone, Tomas	GTM	909	4	2496
1620	Tiggi, Juan Manuel	Estacion Ping Pong	909	4	2985
1621	Hurtado, Rocio	Boca Juniors	909	4	3996
1622	Fretes, Pablo	Lourdes	908	4	339
1623	Komesu, Carlos	Arg Takkyu	908	4	391
1624	Felguer, Federico	UBA Exactas	907	4	472
1625	Yao, Jiamín	Libre	907	4	499
1626	Martin, Nicolás	CASA de Padua	907	4	615
1627	Yamaki, Ricardo	Nichia Gakuin	907	4	2803
1628	Ramos Olie, Marcos	Peretz	907	4	3380
1629	Soldi, Mario	Gimnasty	906	4	526
1630	Gimenez, Jonathan	Libre	906	4	529
1631	Paccaloni, Germán	Peretz	906	4	892
1632	Tedeschi, José	Ingeniero Acosta	906	4	907
1633	Vignolo, Matias Daniel	Fenix	906	4	2651
1634	Bienati, Carlos	Bar Ping Pong NTE	906	4	2716
1635	Miguez, Carolina	River Plate	905	4	421
1636	Goya, Cristian	Peretz	905	4	463
1637	Solodujin, Marcelo	Fenix	905	4	689
1638	Izquierdo, Guillermo	Macabi	905	4	3989
1639	Buzzelli, Facundo	Libre	904	5	512
1640	Grebin, Martín	Libre	904	5	514
1641	Frutos, Leandro	Libre	904	5	1091
1642	Bezzati, Juan	Libre	904	5	1139
1643	Zamora, Jazmin	Alvear Club	904	5	4555
1644	Oliva, Federico	Rioja	904	5	3949
1645	Roman, Sergio Gabriel	Peretz	903	5	828
1646	Wang, Nancy	Nichia Gakuin	903	5	1260
1647	Delgado Menendez, Diego	La Legión TDM	903	5	2066
1648	Tula, Gastón	Libre	902	5	845
1649	Decelbaum, Uriel	Macabi	902	5	1278
1650	Saini, Martin G	Lourdes	902	5	2317
1651	Mollinedo, Ezequiel	Social Club TDM	902	5	4038
1652	Perez, Nahuel	Rioja	901	5	715
1653	Fernandez, Damián	CAVA	901	5	772
1654	Pepe, Matias	La Legión TDM	901	5	3051
1655	Calvi, Tiago	Padilla	901	5	3385
1656	Matalon, José Luis	Macabi	900	5	405
1657	Camisassa, Juan	Libre	900	5	568
1658	Heinze, Gastón	Libre	900	5	786
1659	Marabi, Simón	Adrogue Sith Spin	900	5	1570
1660	Melluso, Leonardo	Gimnasty	900	5	2906
1661	Corredor Umaña, Leonard	Rioja	900	5	2932
1662	Ruiz, Julio	Social Club TDM	900	5	2973
1663	Walter, Brian	Estacion Ping Pong	900	5	2984
1664	Etcheverry, Lionel A.	Social Club TDM	900	5	3034
1665	Faiella, Bautista	Top Serrano	900	5	3605
1666	Bianchini, Fabian	Top Serrano	900	5	3606
1667	Iglesias, Julian	Club Italiano JCPaz	900	5	3803
1668	Caceres, Francisco	La Huella	900	5	4024
1669	Albus, Leandro	Macabi	900	5	4330
1670	Ferre, Jonathan	Oeste TDM	900	5	4391
1671	Nashiro, Diego	Asoc. Jap. Burzaco	900	5	4437
1672	Britez, Manuel	Club Italiano JCPaz	900	5	4630
1673	Lezama, Sebastian	Libre	899	5	410
1674	Forti, Nahuel	CAVA	899	5	834
1675	Martino, Mateo	Gimnasty	899	5	851
1676	Zilberman, Fabio	Libre	899	5	877
1677	Encina, Ezequiel	Arg Takkyu	899	5	1531
1678	Pendino, Matias	Inst.Atlet. Cultural	899	5	2309
1679	Munafó, Pablo	Fulgor Villa Crespo	899	5	2683
1680	Perez, Mauro	Libertad	899	5	2719
1681	Cruz, Fabián	Peñarol	898	5	66
1682	Grasso, Leandro	Gimnasty	898	5	542
1683	Ottero, Juan	Libre	898	5	708
1684	Reig, Hernán	La Legión TDM	898	5	1456
1685	Reina, Marcos	La Legión TDM	897	5	3680
1686	Wang Ma, Frank	Nichia Gakuin	896	5	510
1687	Celaya, Guillermo	Top Minc	896	5	1458
1688	Moscato, Néstor	Alvear Club	896	5	1873
1689	Gomez, Diego J.	ONG Volver a Jugar	896	5	4421
1690	Buira, Ekira	Libre	895	5	545
1691	Angheben, Yanina	Top Minc	895	5	587
1692	Vertua, Jeremias	Libre	895	5	2070
1693	Pinto, Roberto	Gimnasty	894	5	525
1694	Gushiken, Rodrigo	Fenix	894	5	850
1695	Molina, Lucas E.	Asoc. Jap. Burzaco	894	5	1083
1696	Babini, Juan	Gimnasty	893	5	401
1697	Pance, Alejandro	Gimnasty	893	5	524
1698	Scasso, Roberto	UBA Exactas	893	5	716
1699	Fuks, Sebastián	Padilla	893	5	1189
1700	Tufillaro, Emilio	Circulo Campano	893	5	3403
1701	Kuznetsov, Eugenio	Top Minc	892	5	667
1702	Di Lascio, Matías	Libre	892	5	879
1703	Escalante, Jonathan	Nichia Gakuin	892	5	1136
1704	Bocian, Martín	Macabi	892	5	1610
1705	Taminato, Silvina	Libre	891	5	415
1706	Mokorel, Antonio	Banco Nacion	891	5	495
1707	Dueñas, Alfredo	Gimnasty	891	5	522
1708	Villegas, Pablo	Asoc. Yabrudense	890	5	1375
1709	Carballo, Federico	Nichia Gakuin	890	5	2804
1710	Bentancourt, Rubén	GTM	890	5	983
1711	Armas, Pablo	UBA Exactas	889	5	448
1712	Nacci, Luciano	Libre	889	5	813
1713	Moncalvillo, Germán	Top Minc	889	5	1855
1714	Bonucci, Pablo	Libre	888	5	1359
1715	Fichman, Amos	Macabi	887	5	508
1716	Michelfelder, Axel	Libre	886	5	505
1717	Krowicki, Gustavo	Intendente Agüero	886	5	769
1718	Bierozko, Simon	Libertad	886	5	2722
1719	Arraygada, Ezequiel	Intendente Agüero	885	5	971
1720	Giacobbe, Jeremias	Circulo Campano	885	5	3657
1721	Slipak, Sergio D.	CTDM Nizetich	885	5	4690
1722	Fabas, Florencia	Nichia Gakuin	884	5	563
1723	Gonzalez, Federico	Libre	884	5	569
1724	Ryzhov, Alejandro	Bar Ping Pong NTE	884	5	4661
1725	Escudero, Nicolás	Rioja	883	5	1113
1726	Mendez, Nicolás	Libre	883	5	1464
1727	Lertora, Fabian	Ferrocarril Oeste	883	5	2542
1728	Robledo, Mauricio	TMR	882	5	674
1729	Kuba, Diego	Peretz	882	5	785
1730	Lopez Venturino, Ignacio	Bar Ping Pong NTE	882	5	2028
1731	Gerez, Santiago	Club Italiano JCPaz	882	5	2371
1732	Buschini,José	La Legión TDM	882	5	3167
1733	Banegas, Francisco	Ferrocarril Oeste	882	5	3284
1734	Pelliza, Marcelo	Gimnasty	881	5	133
1735	Ponce, Facundo	Lourdes	881	5	932
1736	Camats, Diego	Nichia Gakuin	881	5	987
1737	Gonzalez, Darío	Estacion Ping Pong	881	5	1901
1738	Aguiar, Gonzalo	Tigre TDM	881	5	2152
1739	Norando, Rodolfo	La Legión TDM	881	5	2714
1740	Nakagama, Guillermo	CTDM Nizetich	881	5	2810
1741	Coria, Javier	Zenit	880	5	1641
1742	Monaco, Nicolás	Libre	880	5	1644
1743	Garcia, Lucas	Libre	880	5	955
1744	Garcia, Agustín	Libre	880	5	1648
1745	Espiñeira, Luciano	Libre	880	5	1649
1746	Espiñeira, Facundo	Libre	880	5	1650
1747	Zang, Eric	Libre	880	5	1651
1748	Elisii, Ignacio	Libre	880	5	1652
1749	Torres, Jorge	Libre	880	5	85
1750	Ghersi, Agustín	Ateneo de Versailles	880	5	1944
1751	Borgstrand, Ivo	La Legión TDM	879	5	3463
1752	Salusso, Alexia	TMR	879	5	4092
1753	Magariños, Roberto	CAVA	878	5	756
1754	Sanguinetti, Luis	Libre	878	5	1643
1755	Granovsky, Pedro	Libertad	878	5	1926
1756	Chehebar, Nicolás	Top Minc	877	5	580
1757	Deleonibus, Gerardo Martín	Club Italiano JCPaz	877	5	807
1758	Guerrero, Javier	Libre	877	5	827
1759	Zappia, Rubén	Oeste TDM	877	5	1626
1760	Morino, Santiago	Libertad	877	5	1943
1761	Barreiro, Bernardo T.	GTM	877	5	3846
1762	Kochmar, Mauricio	Libre	876	5	660
1763	Hernandez, Damián	CAVA	876	5	1311
1764	Prado, Germán	Libre	876	5	1638
1765	Acosta, Uriel	Oeste TDM	876	5	2189
1766	Gramajo, Raul A.	Libre	876	5	2712
1767	Valverde, Javier	Ferrocarril Oeste	875	5	1691
1768	Berrojalbiz, Rodrigo	Libertad	875	5	3720
1769	Russo, Lucas	CAVA	874	5	1468
1770	Baliner, Nicolás	Estacion Ping Pong	874	5	1576
1771	Ayala, Leandro	Oeste TDM	874	5	3766
1772	Ducau, Lucas	Fenix	874	5	3822
1773	Melamedof, Nicolás	Libre	873	5	450
