fecha	valor
2023-12-15	7.03
2023-12-16	7.05
2023-12-17	7.07
2023-12-18	7.09
2023-12-19	7.12
2023-12-20	7.14
2023-12-21	7.16
2023-12-22	7.18
2023-12-23	7.2
2023-12-24	7.23
2023-12-25	7.25
2023-12-26	7.27
2023-12-27	7.29
2023-12-28	7.32
2023-12-29	7.34
2023-12-30	7.36
2023-12-31	7.38
2024-01-01	7.41
2024-01-02	7.43
2024-01-03	7.45
2024-01-04	7.48
2024-01-05	7.5
2024-01-06	7.52
2024-01-07	7.55
2024-01-08	7.57
2024-01-09	7.59
2024-01-10	7.62
2024-01-11	7.64
2024-01-12	7.66
2024-01-13	7.69
2024-01-14	7.71
2024-01-15	7.73
2024-01-16	7.76
2024-01-17	7.78
2024-01-18	7.80
2024-01-19	7.83
2024-01-20	7.85
2024-01-21	7.87
2024-01-22	7.90
2024-01-23	7.92
2024-01-24	7.94
2024-01-25	7.97
2024-01-26	7.99
2024-01-27	8.01
2024-01-28	8.04
2024-01-29	8.06
2024-01-30	8.08
2024-01-31	8.11
2024-02-01	8.13
2024-02-02	8.15
2024-02-03	8.18
2024-02-04	8.2
2024-02-05	8.23
2024-02-06	8.25
2024-02-07	8.28
2024-02-08	8.3
2024-02-09	8.32
2024-02-10	8.35
2024-02-11	8.37
2024-02-12	8.4
2024-02-13	8.42
2024-02-14	8.45
2024-02-15	8.47
2024-02-16	8.5
2024-02-17	8.54
2024-02-18	8.59
2024-02-19	8.64
2024-02-20	8.68
2024-02-21	8.73
2024-02-22	8.78
2024-02-23	8.82
2024-02-24	8.87
2024-02-25	8.92
2024-02-26	8.97
2024-02-27	9.02
2024-02-28	9.06
2024-02-29	9.11
2024-03-01	9.16
2024-03-02	9.21
2024-03-03	9.26
2024-03-04	9.31
2024-03-05	9.36
2024-03-06	9.41
2024-03-07	9.46
2024-03-08	9.51
2024-03-09	9.57
2024-03-10	9.62
2024-03-11	9.67
2024-03-12	9.72
2024-03-13	9.77
2024-03-14	9.83
2024-03-15	9.88
2024-03-16	9.93
2024-03-17	9.98
2024-03-18	10.04
2024-03-19	10.09
2024-03-20	10.14
2024-03-21	10.2
2024-03-22	10.25
2024-03-23	10.3
2024-03-24	10.36
2024-03-25	10.41
2024-03-26	10.47
2024-03-27	10.52
2024-03-28	10.58
2024-03-29	10.63
2024-03-30	10.69
2024-03-31	10.74
2024-04-01	10.8
2024-04-02	10.86
2024-04-03	10.92
2024-04-04	10.97
2024-04-05	11.03
2024-04-06	11.09
2024-04-07	11.15
2024-04-08	11.2
2024-04-09	11.26
2024-04-10	11.32
2024-04-11	11.38
2024-04-12	11.44
2024-04-13	11.50
2024-04-14	11.56
2024-04-15	11.62
2024-04-16	11.68
2024-04-17	11.73
2024-04-18	11.78
2024-04-19	11.82
2024-04-20	11.87
2024-04-21	11.91
2024-04-22	11.96
2024-04-23	12.01
2024-04-24	12.05
2024-04-25	12.10
2024-04-26	12.15
2024-04-27	12.19
2024-04-28	12.24
2024-04-29	12.29
2024-04-30	12.34
